Kontonr.,Kontonavn,Moms,Type
3151,Arbejdsskadeforsikring,,D
3152,Erhvervsansvarsforsikring,,D
3153,Sygedagpengeforsikring,,D
3154,Gruppelivsforsikring,,D
3155,Sundhedsforsikring,,D
3156,Øvrige forsikringer,,D
3157,Sundhedsomkostninger,,D
3158,"ATP-bidrag, arbejdsgiverdel",,D
3159,Arbejdsgivernes Uddannelsesbidrag (AUB),,D
3160,Arbejdsmarkedets Erhvervssikring (AES),,D
3161,Barsel.dk,,D
3162,Finansieringsbidrag (FIB),,D
3163,Arbejdsmarkedets Fond for Udstationerede (AFU),,D
3164,Andre sociale bidrag,,D
3188,Overført til produktionslønninger,,D
3189,"Andre omkostninger til social sikring, administration i alt",,SumFra3
3190,"Reduktioner, administration",,Overskrift3
3191,Refunderede syge- og barselsdagpenge,,D
3192,Løntilskud,,D
3193,Tilskud AER,,D
3194,Godtgørelse ATP,,D
3195,Elevrefusion,,D
3197,Overført til produktionslønninger,,D
3198,"Reduktioner, administration i alt",,SumFra3
3199,Administrativ løn i alt,,SumFra2
4000,Andre eksterne omkostninger,,Overskrift2
4001,Personaleomkostninger,,Overskrift3
4002,BST,I25,D
4003,BST u/moms,,D
4004,Anvendes ikke,,D
4005,"Kursusudgifter, bøger og lignende",I25,D
4006,"Kursusudgifter, bøger og lignende u/moms",,D
4007,Personaleomkostninger u/moms,,D
4008,Personaleomkostninger m/moms,I25,D
4009,Bespisning i byen (restaurationsbesøg mv.),REP,D
4010,Bespisning uden for virksomhedens lokaler i øvrigt,,D
4011,Gaver o.a. belønninger,,D
4016,Skattefri godtgørelser,,D
4017,Lærlingeomkostninger,I25,D
4018,Arbejdstøj,I25,D
4019,Arbejdstøj u/moms,,D
4020,"Databehandling, løn",I25,D
4021,"Sundhedsforsikring, ekst. omk.",,D
4022,"Sundhedsomkostninger, ekst. omk.",,D
4023,Bespisning under kursus/møder mv. i virksomhedens lokaler,I25,D
4024,Bespisning under uvarslet overarbejde i virksomhedens lokaler,I25,D
4025,Anden bespisning i virksomhedens lokaler,,D
4026,Bestyrelsesmøder ude i byen,REP,D
4027,Bestyrelsesmøder i virksomhedens lokaler,I25,D
4028,"Frokostordning, indtægter",,D
4029,"Frokostordning, udgifter",,D
4030,Belønningsmiddage,REP,D
4047,Øvrige personaleomkostninger,I25,D
4048,Øvrige personaleomkostninger u/moms,,D
4049,Personaleomkostninger i alt,,SumFra3
4050,Repræsentation,,Overskrift3
4051,"Tobak, repræsentation",,D
4052,"Vin, spiritus, øl mv., repræsentation",,D
4053,"Gaver og blomster, repræsentation",,D
4054,"Reklameartikler, repræsentation (>100 kr. mv.)",,D
4055,"Vareprøver, repræsentation",,D
4056,"Reception mv., repræsentation",,D
4057,"Rejseomkostninger, repræsentation",,D
4058,"Hotelophold, repræsentation",HREP,D
4059,"Restaurationsbesøg, repræsentation",REP,D
4060,Forretningsmøder i virksomhedens lokaler,I25,D
4061,Kaffe og te i virksomhedens lokaler (forretningsmøder/kurser),I25,D
4062,Anden kundepleje i virksomhedens lokaler,I25,D
4063,Cigaretter mv.,,D
4071,Forretningsmøder mv. i udlandet,,D
4072,Modkonto ej fradrag for repræsentationsomkostninger,,D
4097,Ikke fradragsberettigede repræsentationsomkostninger,,D
4098,Øvrige repræsentationsomkostninger,,D
4099,Repræsentation i alt,,SumFra3
4100,Salgs- og distributionsomkostninger,,Overskrift3
4101,Annoncer og reklame,I25,D
4102,Annoncer og reklame u/moms,,D
4103,Annoncetilskud,I25,D
4104,Radio/TV-spots,I25,D
4105,"Internetannoncer, sociale medier mv.",I25,D
4106,"Internetannoncer, sociale medier mv. EU",IEUY,D
4107,"Internetannoncer, sociale medier mv. 3. lande",IVY,D
4108,Tryksager og brochurer,I25,D
4109,Reklameartikler med fuldt fradrag (<100 kr. mv.),I25,D
4110,Vareprøver,I25,D
4111,Dekoration/skilte,I25,D
4112,Reklame-emballage/stativer o.l.,I25,D
4113,"Småanskaffelser, salg og distribution u/skattemæssig grænse",I25,D
4114,"Småanskaffelser, salg og distribution u/moms",,D
4115,"Småanskaffelser, salg og distribution u/skattemæssig grænse u/moms",,D
4116,"Småanskaffelser, salg og distribution, DK omvendt betalingspligt",OBPK,D
4117,"Småanskaffelser, salg og distribution u/skattemæssig grænse, DK omvendt betalingspligt",OBPK,D
4118,"Småanskaffelser, salg og distribution, EU-erhvervelser",IEUV,D
4119,"Småanskaffelser, salg og distribution, u/skattemæssig grænse, EU-erhvervelser",IEUV,D
4120,"Småanskaffelser, salg og distribution u/skattemæssig grænse",IEUV,D
4121,"Småanskaffelser, salg og distribution, varekøb 3. lande",IVV,D
4122,"Småanskaffelser, salg og distribution, varekøb 3. lande o/skattemæssig grænse",IVV,D
4123,Regulering IPO varer under fremstilling,,D
4124,"Emballage, fælles",I25,D
4125,Fragt o.a. forsendelsesomkostninger m/moms,I25,D
4126,Fragt o.a. forsendelsesomkostninger u/moms,,D
4127,"Messe, udstillinger, kongresser og konferencer",I25,D
4128,Sponsoromkostninger,I25,D
4129,"Reception mv., reklamemæssig karakter",I25,D
4130,Kundeservice,I25,D
4131,Kundeservice u/moms,,D
4132,Kundeakkvisition,I25,D
4133,Kundeakkvisition u/moms,,D
4134,Fragt o.a. forsendelsesomkostninger EU,IEUY,D
4135,Fragt o.a. forsendelsesomkostninger 3. lande,IVY,D
4147,Øvrige salgs- og distributionsomkostninger,I25,D
4148,Øvrige salgs- og distributionsomkostninger u/moms,,D
4149,Salgs- og distributionsomkostninger i alt,,SumFra3
4150,Rejser,,Overskrift3
4151,Hotelophold,HREP,D
4152,Restaurationsbesøg,REP,D
4153,Rejseudgifter EU m. reverse charge,IEUY,D
4156,Hotelophold i udlandet,,D
4157,Restaurationsbesøg i udlandet,,D
4158,Taxi o.a. persontransport i udlandet,,D
4159,"Adgang til messer, udstillinger og konferencer mv. i udlandet",,D
4160,Øvrige omkostninger ved rejser i udlandet,,D
4170,Skattefri rejsegodtgørelse,,D
4171,Fradrag for rejser efter statens takster,,D
4180,Anden bespisning mv. på rejse,,D
4197,Øvrige rejseomkostninger,I25,D
4198,Øvrige rejseomkostninger u/moms,,D
4199,Rejser i alt,,SumFra3
4200,Transportomkostninger,,Overskrift3
4201,Gulpladebiler,,Overskrift4
4202,"Brændstof, gulpladebiler",I25,D
4203,"Vægtafgift, gulpladebiler",,D
4204,"Forsikring, gulpladebiler",,D
4205,"Vedligeholdelse, gulpladebiler",I25,D
4206,"Redningskorps, gulpladebiler",I25,D
4207,"Redningskorps u/moms, gulpladebiler",,D
4208,"Leje, gulpladebiler",I25,D
4209,"Finansiel leasing, gulpladebiler",I25,D
4210,"Parkeringsafgift, gulpladebiler",I25,D
4211,"Parkeringsbøde lønoplyst, gulpladebiler",I25,D
4212,"Parkeringsbøde ikke lønoplyst, gulpladebiler",,D
4213,"Broafgift, gulpladebiler",,D
4214,"Færge, gulpladebiler",I25,D
4215,"Færge, gulpladebiler u/moms",,D
4216,"Øvrige driftsomkostninger, gulpladebiler",I25,D
4217,"Øvrige driftsomkostninger, gulpladebiler u/moms",,D
4220,Gulpladebiler i alt,,SumFra4
4221,Papegøje- og gulpladebiler,,Overskrift4
4222,"Brændstof, papegøje- og gulpladebiler",I25,D
4223,"Vægtafgift, papegøje- og gulpladebiler",,D
4224,"Forsikring, papegøje- og gulpladebiler",,D
4225,"Vedligeholdelse, papegøje- og gulpladebiler",I25,D
4226,"Redningskorps, papegøje- og gulpladebiler",I25,D
4227,"Redningskorps u/moms, papegøje- og gulpladebiler",,D
4228,"Leje, papegøje- og gulpladebiler",I25,D
4229,"Finansiel leasing, papegøje- og gulpladebiler",I25,D
4230,"Parkeringsafgift, papegøje- og gulpladebiler",I25,D
4231,"Parkeringsbøde lønoplyst, papegøje- og gulpladebiler",I25,D
4232,"Parkeringsbøde ikke lønoplyst, papegøje- og gulpladebiler",I25,D
4233,"Broafgift, papegøje- og gulpladebiler",I25,D
4234,"Færge, papegøje- og gulpladebiler",I25,D
4235,"Færge, papegøje- og gulpladebiler u/moms",,D
4236,"Øvrige driftsomkostninger, papegøje- og gulpladebiler",I25,D
4237,"Øvrige driftsomkostninger, papegøje- og gulpladebiler u/moms",,D
4240,Papegøje- og gulpladebiler i alt,,SumFra4
4241,Andre driftsmidler,,Overskrift4
4242,"Brændstof, andre driftsmidler",,D
4243,"Vægtafgift, andre driftsmidler",,D
4244,"Forsikring, andre driftsmidler",,D
4245,"Vedligeholdelse, andre driftsmidler",,D
4246,"Redningskorps, andre driftsmidler",,D
4247,"Redningskorps u/moms, andre driftsmidler",,D
4248,"Leje, andre driftsmidler",,D
4249,"Finansiel leasing, andre driftsmidler",,D
4250,"Parkeringsafgift, andre driftsmidler",,D
4251,"Parkeringsbøde lønoplyst, andre driftsmidler",,D
4252,"Parkeringsbøde ikke lønoplyst, andre driftsmidler",,D
4253,"Broafgift, andre driftsmidler",,D
4254,"Færge, andre driftsmidler",,D
4255,"Færge, andre driftsmidler u/moms",,D
4256,"Øvrige driftsomkostninger, andre driftsmidler",,D
4257,"Øvrige driftsomkostninger, andre driftsmidler u/moms",,D
4259,Andre driftsmidler i alt,,SumFra4
4260,Hvidpladebiler,,Overskrift4
4261,"Brændstof, hvidpladebiler",,D
4262,"Ejerafgift, hvidpladebiler",,D
4263,"Forsikring, hvidpladebiler",,D
4264,"Vedligeholdelse, hvidpladebiler",,D
4265,"Redningskorps, hvidpladebiler",,D
4266,"Leje, hvidpladebiler",,D
4267,"Leje med delvist momsfradrag, hvidpladebiler",,D
4268,"Finansiel leasing, hvidpladebiler",,D
4269,"Parkering, hvidpladebiler",,D
4270,"Broafgift, hvidpladebiler",,D
4271,"Broafgift m/moms, hvidpladebiler (Øresund)",I25,D
4272,"Færge, hvidpladebiler",,D
4273,"Parkeringsbøde lønoplyst, hvidpladebiler",,D
4274,"Parkeringsbøde ikke lønoplyst, hvidpladebiler",,D
4278,"Øvrige omkostninger, hvidpladebiler",,D
4279,Hvidpladebiler i alt,,SumFra4
4280,Øvrige transportomkostninger,,Overskrift4
4281,Skattefri befordringsgodtgørelse,,D
4282,Taxa,,D
4283,Tog,,D
4284,Fly,,D
4285,Bus,,D
4286,"Færge, personbefordring",,D
4287,"Fartbøder, lønoplyst",,D
4288,"Fartbøder, ikke lønoplyst",,D
4289,Fradrag erhvervsmæssig kørsel efter statens takster,,D
4290,Fri bil / privat andel biludgifter,,D
4296,Øvrige transportomkostninger m/moms,I25,D
4297,Øvrige transportomkostninger u/moms,,D
4298,Øvrige transportomkostninger i alt,,SumFra4
4299,Transportomkostninger i alt,,SumFra3
4300,Lokaleomkostninger,,Overskrift3
4301,Husleje o.a. lokaleomkostninger,,Overskrift4
4302,Husleje m/moms,I25,D
4303,Husleje u/moms,,D
4304,Lejeindtægter m/moms,U25,D
4305,Lejeindtægter u/moms,,D
4306,"Forsikring, lokaler",,D
4307,Ejendomsskat,,D
4308,Grundejernes Investeringsfond,,D
4309,Reparation og vedligeholdelse,I25,D
4310,Reparation og vedligeholdelse u/moms,,D
4311,Rengøring,I25,D
4312,Rengøring u/moms,,D
4313,Renovation,I25,D
4314,Renovation u/moms,,D
4315,Tilslutningsafgifter,I25,D
4316,Tilslutningsafgifter u/moms,,D
4330,Fradrag for arbejdsværelse,,D
4331,Fradrag for lagerlokale eget hjem,,D
4332,Fradrag for lagerlokale eget hjem,,D
4357,Øvrige lokaleomkostninger,I25,D
4358,Øvrige lokaleomkostninger u/moms,,D
4359,Husleje o.a. lokaleomkostninger i alt,,SumFra4
4360,Forbrug,,Overskrift4
4361,Miljøafgift,I25,D
4362,Miljøafgift u/moms,,D
4363,Elektricitet,I25,D
4364,Refunderet elafgift,,D
4365,Refunderet CO2-afgift,,D
4366,Elforbrug private andele,I25,D
4367,Varme,I25,D
4368,"Refunderet energiafgift, varme",,D
4369,"Refunderet CO2-afgift, varme",,D
4370,Varme private andele,I25,D
4371,Gas,I25,D
4372,"Refunderet energiafgift, gas",,D
4373,"Refunderet CO2-afgift, gas",,D
4374,Vand,I25,D
4375,Refunderet vandafgift,,D
4376,Vand private andele,I25,D
4377,Elektricitet u/moms,I25,D
4378,Varme u/moms,I25,D
4379,Gas u/moms,I25,D
7380,Vand u/moms,I25,D
4396,Øvrige forbrugsomkostninger,I25,D
4397,Øvrige forbrugsomkostninger u/moms,,D
4398,Forbrug i alt,,SumFra4
4399,Lokaleomkostninger i alt,,SumFra3
4400,Administrationsomkostninger,,Overskrift3
4401,Kontorhold,,Overskrift4
4402,Kontorartikler/tryksager,I25,D
4403,Reparation og vedligeholdelse inventar,I25,D
4404,"Småanskaffelser, kontorhold u/skattemæssig grænse",I25,D
4405,"Småanskaffelser, kontorhold u/moms",,D
4406,"Småanskaffelser, kontorhold u/skattemæssig grænse u/moms",,D
4407,"Småanskaffelser, kontorhold, DK omvendt betalingspligt",OBPK,D
4408,"Småanskaffelser, kontorhold u/skattemæssig grænse, DK omvendt betalingspligt",OBPK,D
4409,"Småanskaffelser, kontorhold, EU-erhvervelser",IEUV,D
4410,"Småanskaffelser, kontorhold, u/skattemæssig grænse, EU-erhvervelser",IEUV,D
4411,"Småanskaffelser, kontorhold u/skattemæssig grænse",IEUV,D
4412,"Småanskaffelser, kontorhold, varekøb 3. lande",IVV,D
4413,"Småanskaffelser, kontorhold, varekøb 3. lande o/skattemæssig grænse",IVV,D
4414,Regulering IPO varer under fremstilling,,D
4415,"Leje og operationel leasing, administration",I25,D
4416,"Leje og operationel leasing u/moms, administration",,D
4417,"Finansiel leasing, administration",I25,D
4418,"Finansiel leasing u/moms, administration",,D
4447,Øvrige omkostninger til kontorhold,I25,D
4448,Øvrige omkostninger til kontorhold u/moms,,D
4449,Kontorhold i alt,,SumFra4
4450,Edb-udgifter,,Overskrift4
4451,Regnskabsprogram,I25,D
4452,Andre edb-licenser,I25,D
4453,Hjemmeside,I25,D
4454,Webhotel m/moms,I25,D
4455,Webhotel EU,IEUY,D
4456,Webhotel 3. lande,IVY,D
4457,Andre edb-udgifter m/moms,I25,D
4458,Andre edb-udgifter EU,IEUY,D
4459,Andre edb-udgifter 3. lande,IVY,D
4460,"Småanskaffelser, edb u/skattemæssig grænse",I25,D
4461,"Småanskaffelser, edb u/moms",,D
4462,"Småanskaffelser, edb u/skattemæssig grænse u/moms",,D
4463,"Småanskaffelser, edb, DK omvendt betalingspligt",OBPK,D
4464,"Småanskaffelser, edb u/skattemæssig grænse, DK omvendt betalingspligt",OBPK,D
4465,"Småanskaffelser, edb, EU-erhvervelser",IEUV,D
4466,"Småanskaffelser, edb, u/skattemæssig grænse, EU-erhvervelser",IEUV,D
4467,"Småanskaffelser, edb u/skattemæssig grænse",IEUV,D
4468,"Småanskaffelser, edb, varekøb 3. lande",IVV,D
4469,"Småanskaffelser, edb, varekøb 3. lande o/skattemæssig grænse",IVV,D
4470,Regulering IPO varer under fremstilling,,D
4471,"Leje og operationel leasing, edb",I25,D
4472,"Leje og operationel leasing u/moms, edb",,D
4473,"Finansiel leasing, edb",I25,D
4474,"Finansiel leasing u/moms, edb",,D
4496,Øvrige edb-udgifter,I25,D
4497,Øvrige edb-udgifter u/moms,,D
4498,Privat andel af computer,,D
4499,Administrationsomkostninger i alt,,SumFra4
4500,Kommunikation,,Overskrift4
4501,Telefon,I25,D
4502,"Mobiltelefon, andel m/moms",I25,D
4503,"Mobiltelefon, andel u/moms",,D
4504,"Internet, andel m/moms",I25,D
4505,"Internet, andel u/moms",,D
4506,Informationssøgning (databaser),I25,D
4507,Erhvervslicens,I25,D
4508,"Småanskaffelser, kommunikation u/skattemæssig grænse",I25,D
4509,"Småanskaffelser, kommunikation u/moms",,D
4510,"Småanskaffelser, kommunikation u/skattemæssig grænse u/moms",,D
4511,"Småanskaffelser, kommunikation, DK omvendt betalingspligt",OBPK,D
4512,"Småanskaffelser, kommunikation u/skattemæssig grænse, DK omvendt betalingspligt",OBPK,D
4513,"Småanskaffelser, kommunikation, EU-erhvervelser",IEUV,D
4514,"Småanskaffelser, kommunikation, u/skattemæssig grænse, EU-erhvervelser",IEUV,D
4515,"Småanskaffelser, kommunikation u/skattemæssig grænse",IEUV,D
4516,"Småanskaffelser, kommunikation, varekøb 3. lande",IVV,D
4517,"Småanskaffelser, kommunikation, varekøb 3. lande o/skattemæssig grænse",IVV,D
4518,Regulering IPO varer under fremstilling,,D
4519,"Leje og operationel leasing, kommunikation",I25,D
4520,"Leje og operationel leasing u/moms, kommunikation",,D
4521,"Finansiel leasing, kommunikation",I25,D
4522,"Finansiel leasing u/moms, kommunikation",,D
4523,Telefonsystem,I25,D
4546,Øvrige udgifter til kommunikation,I25,D
4547,Øvrige udgifter til kommunikation u/moms,,D
4548,Privat andel af telefon og internet,,D
4549,Administrationsomkostninger i alt,,SumFra4
4550,Ekstern bistand mv.,,Overskrift4
4551,Advokathonorar,I25,D
4552,Advokathonorar u/skattemæssigt fradrag,I25,D
4553,Retsafgifter,,D
4554,Rådgivning og administration,,D
4555,Rådgivning og administration vedr. værdipapirer og bankindeståender,,D
4556,Depotgebyr,,D
4557,Depotgebyr u/skattemæssigt fradrag,,D
4558,Boksleje,,D
4559,Boksleje u/skattemæssigt fradrag,,D
4560,Revisorhonorar,I25,D
4561,Revisorhonorar vedr. sidste år,I25,D
4562,"Skyldig revision, regulering",,D
4563,Revisorhonorar u/skattemæssigt fradrag,I25,D
4564,Bogføringsassistance,I25,D
4565,Stiftelsesomkostninger u/moms,,D
4566,Stiftelsesomkostninger m/moms,I25,D
4567,Gebyrer skat,,D
4568,Gebyrer skat u/skattemæssigt fradrag,,D
4569,Regulering kreditorer,I25,D
4571,Landboforening,I25,D
4572,Porteføljepleje,,D
4573,Ej fradragsberettigede omkostninger m/moms,I25,D
4574,Ej fradragsberettigede omkostninger,,D
4575,Modkonto ej fradragsberettigede omkostninger,,D
4576,,I25,D
4577,,I25,D
4578,,I25,D
4589,Øvrig konsulentbistand,I25,D
4595,"Øvrige udgifter til ekstern bistand, EU",,D
4596,"Øvrige udgifter til ekstern bistand, 3. lande",,D
4597,Øvrige udgifter til ekstern bistand,I25,D
4598,Øvrige udgifter til ekstern bistand u/moms,,D
4599,Administrationsomkostninger i alt,,SumFra4
4600,Faglige omkostninger,,Overskrift4
4601,Aviser,,D
4602,Faglitteratur/tidsskrifter,I25,D
4603,Faglitteratur/tidsskrifter u/moms,,D
4604,Anden litteratur,I25,D
4605,Anden litteratur u/moms,,D
4606,Kontingenter,I25,D
4607,Kontingenter u/moms,,D
4608,Faglige udgifter m/moms,I25,D
4609,Faglige udgifter u/moms,,D
4620,"Faglige udgifter, EU-erhvervelser varekøb",IEUV,D
4621,"Faglige udgifter, varekøb 3. lande",IVV,D
4622,"Faglige udgifter, EU-erhvervelser ydelser",IEUY,D
4623,"Faglige udgifter, ydelseskøb 3. lande",IVY,D
4624,Kontingent vedrørende virksomhed og fradrag for syge- og arbejdsskadeforsikringer,,D
4647,Øvrige faglige udgifter,I25,D
4648,Øvrige faglige udgifter u/moms,,D
4649,Administrationsomkostninger i alt,,SumFra4
4650,Debitorer,,Overskrift4
4651,"Tab på varedebitorer, konstateret",U25,D
4652,"Tab på varedebitorer u/moms, konstateret",,D
4653,"Regulering af hensættelse til imødegåelse af tab, fordringer (lagerprincip)",,D
4654,Indgået på tidligere afskrevne fordringer,U25,D
4655,Indgået på tidligere afskrevne fordringer u/moms,,D
4656,"Inkasso, debitorer",I25,D
4657,"Inkasso, debitorer u/moms",,D
4658,"RKI, kreditoplysninger",I25,D
4697,Øvrige udgifter vedr. debitorer,I25,D
4698,Øvrige udgifter vedr. debitorer u/moms,,D
4699,Administrationsomkostninger i alt,,SumFra4
4700,Sikringsudgifter,,Overskrift4
4701,Forsikringer,,D
4702,Debitorforsikringer,,D
4703,Produktansvarsforsikring,,D
4704,Almindelig erhvervsansvarsforsikring,,D
4705,Professionel ansvarsforsikring,,D
4706,Driftsforsikring,,D
4707,Transportforsikring,,D
4708,Driftstabsforsikring,,D
4709,Edb-forsikring,,D
4710,Øvrige forsikringer,,D
4711,Alarm,I25,D
4712,Vagtværn,I25,D
4747,Øvrige sikringsudgifter,I25,D
4748,Øvrige sikringsudgifter u/moms,,D
4749,Administrationsomkostninger i alt,,SumFra4
4750,Porto og gebyrer,,Overskrift4
4751,Porto u/moms,,D
4752,Porto m/moms,I25,D
4753,Offentlige bøder,,D
4754,Offentlige gebyrer,,D
4755,Offentlige gebyrer u/skattemæssigt fradrag,,D
4756,Rykkergebyrer,,D
4757,Formueforvaltning,,D
4758,Formueforvaltning u/moms,,D
4759,Formueforvaltning uden fradrag,,D
4760,Formueforvaltning u/moms uden fradrag,,D
4761,Bankgebyrer,,D
4797,Gebyrer mv.,I25,D
4798,Gebyrer mv. u/moms,,D
4799,Administrationsomkostninger i alt,,SumFra4
4950,Øvrige omkostninger,,Overskrift4
4951,Koda-afgift,,D
4952,Kvalitetskontrol,I25,D
4953,Forsknings-/udviklingsudgifter,I25,D
4954,Kassedifferencer u/moms,,D
4955,Diverse omkostninger,,D
4956,Bøder og lignende,,D
4957,Andel af fællesomkostninger,I25,D
4958,Lønsumsafgift,,D
4959,Miljøgodkendelse,,D
4960,Generalforsamling ude i byen,REP,D
4961,Generalforsamling i virksomhedens lokaler,,D
4962,Abonnementer,I25,D
4963,Abonnementer u/moms,,D
4964,Almenvelgørende bidrag m/fradrag,,D
4965,Almenvelgørende bidrag og donationer u/fradrag,,D
4970,Ej fradragsberettigede omkostninger,,D
4997,Regulering periodeafgrænsningsposter,,D
4998,Administrationsomkostninger i alt,,SumFra4
4999,Andre eksterne omkostninger i alt,,SumFra3
5000,Resultat før afskrivninger,,SumFra2
5001,Afskrivninger,,Overskrift2
5002,Udviklingsprojekter årets afskrivning,,D
5003,Edb-licenser årets afskrivning,,D
5004,"Patenter, licenser og varemærker årets afskrivning",,D
5005,Goodwill 1 årets afskrivning,,D
5006,Goodwill 2 årets afskrivning,,D
5007,Bygninger årets afskrivning,,D
5008,Investeringsejendomme årets afskrivning,,D
5009,Andre investeringsaktiver årets afskrivning,,D
5010,Produktionsanlæg og maskiner årets afskrivning,,D
5011,Biler årets afskrivning,,D
5012,Skibe årets afskrivning,,D
5013,Edb-udstyr årets afskrivning,,D
5014,"Andre anlæg, driftsmateriel og inventar årets afskrivning",,D
5015,Materielle anlægsaktiver under udførelse årets afskrivning,,D
5016,Besætninger årets afskrivning,,D
5017,Indretning af lokaler årets afskrivning,,D
5030,Småanskaffelser u/skattemæssig grænse (afskrivninger),I25,D
5031,Småanskaffelser u/moms (afskrivninger),,D
5032,Småanskaffelser u/skattemæssig grænse u/moms (afskrivninger),,D
5033,"Småanskaffelser, DK omvendt betalingspligt (afskrivninger)",OBPK,D
5034,"Småanskaffelser u/skattemæssig grænse, DK omvendt betalingspligt (afskrivninger)",OBPK,D
5035,"Småanskaffelser, EU-erhvervelser (afskrivninger)",IEUV,D
5036,"Småanskaffelser, u/skattemæssig grænse, EU-erhvervelser (afskrivninger)",IEUV,D
5037,Småanskaffelser u/skattemæssig grænse (afskrivninger),IEUV,D
5038,"Småanskaffelser, varekøb 3. lande (afskrivninger) ",IVV,D
5039,"Småanskaffelser, varekøb 3. lande o/skattemæssig grænse (afskrivninger)",IVV,D
5040,Regulering IPO varer under fremstilling (afskrivninger),,D
5050,Straksafskrivning bygninger,,D
5099,Afskrivninger i alt,,SumFra2
5100,Dagsværdiregulering af investeringsaktiver,,Overskrift2
5101,Dagsværdiregulering af investeringsejendomme,,D
5102,Gevinst (tab) ved salg af investeringsejendomme,,D
5103,Dagsværdiregulering af biologiske aktiver,,D
5105,Dagsværdiregulering af andre investeringsaktiver,,D
5106,Gevinst (tab) ved salg af andre investeringsaktiver,,D
5150,Dagsværdiregulering af gæld vedrørende investeringsejendomme,,D
5151,Gevinst (tab) ved indfrielse af gæld vedrørende investeringsejendomme,,D
5152,Dagsværdiregulering af gæld vedrørende andre investerings aktiver,,D
5153,Gevinst (tab) ved indfrielse af gæld vedrørende andre investerings aktiver,,D
5179,Dagsværdiregulering af investeringsaktiver i alt,,SumFra2
5180,Dagsværdiregulering af investeringsaktiver,,Overskrift2
5181,Forskningsomkostninger,U25,D
5182,Udviklingsomkostninger,U25,D
5199,Dagsværdiregulering af investeringsaktiver i alt,,SumFra2
5200,Andre driftsindtægter,,Overskrift2
5201,Lejeindtægter m/moms,U25,D
5202,Lejeindtægter u/moms,,D
5203,Grundejernes Investeringsfond Andre driftsindtægter,,D
5204,Udlodning af reservefondsandele,,D
5210,Tilskud og erstatninger m/moms,U25,D
5211,Tilskud og erstatninger u/moms Andre driftsindtægter,,D
5212,"Erstatninger m/moms, skattefrie",U25,D
5213,"Erstatninger u/moms, skattefrie",,D
5214,Produktudviklingstilskud,,D
5215,"Produktudviklingstilskud, skattefrie",,D
5230,Indtægt skibsvirksomh.bierhv.,,D
5250,Fortjeneste ved salg af materielle anlægsaktiver u/moms,,D
5251,Fortjeneste ved salg af materielle anlægsaktiver m/moms,U25,D
5252,Bogført værdi af solgte materielle anlægsaktiver (fortjeneste),,D
5270,Fortjeneste ved salg af immaterielle anlægsaktiver u/moms,,D
5271,Fortjeneste ved salg af immaterielle anlægsaktiver m/moms,U25,D
5272,Bogført værdi af solgte immaterielle anlægsaktiver  (fortjeneste),,D
5282,Fortjeneste ved salg af kapitalandele i tilknyttede virksomheder,,D
5283,Fortjeneste ved salg af kapitalandele i associerede virksomheder,,D
5297,Øvrige driftsindtægter mv.,U25,D
5298,Øvrige driftsindtægter mv. u/moms,,D
5299,Andre driftsindtægter i alt,,SumFra2
5300,Andre driftsomkostninger,,Overskrift2
5301,Lejeudgifter m/moms,U25,D
5302,Lejeudgifter u/moms,,D
5303,Ejendomsskatter mv.,,D
5304,Vedligeholdelse og reparationer m/moms,I25,D
5305,Vedligeholdelse og reparationer u/moms,,D
5306,Renovation mv.,,D
5307,Tilslutningsafgifter,,D
5308,"Forsikringer, andre driftsomk.",,D
5350,Tab ved salg af materielle anlægsaktiver u/moms,,D
5351,Tab ved salg af materielle anlægsaktiver m/moms,U25,D
5352,Bogført værdi af solgte materielle anlægsaktiver (tab),,D
5370,Tab ved salg af immaterielle anlægsaktiver u/moms,,D
5371,Tab ved salg af immaterielle anlægsaktiver m/moms,U25,D
5372,Bogført værdi af solgte immaterielle anlægsaktiver (tab),,D
5382,Tab ved salg af kapitalandele i tilknyttede virksomheder,,D
5383,Tab ved salg af kapitalandele i associerede virksomheder,,D
5397,Øvrige driftsomkostninger mv.,I25,D
5398,Øvrige driftsomkostninger mv. u/moms,,D
5399,Andre driftsomkostninger i alt,,SumFra2
6000,Indtægter af kapitalandele i tilknyttede virksomheder,,Overskrift2
6011,Udbytter fra danske tilknyttede virksomheder,,D
6012,Udbytter fra danske tilknyttede virksomheder 2,,D
6013,Udbytter fra danske tilknyttede virksomheder 3,,D
6014,Udbytter fra danske tilknyttede virksomheder 4,,D
6015,Udbytter fra danske tilknyttede virksomheder 5,,D
6021,Indtægter af kapitalandele i danske tilknyttede virksomheder,,D
6022,Indtægter af kapitalandele i danske tilknyttede virksomheder 2,,D
6023,Indtægter af kapitalandele i danske tilknyttede virksomheder 3,,D
6024,Indtægter af kapitalandele i danske tilknyttede virksomheder 4,,D
6025,Indtægter af kapitalandele i danske tilknyttede virksomheder 5,,D
6031,Afskrivning af goodwill på kapitalandele i danske tilknyttede virksomheder,,D
6032,Afskrivning af goodwill på kapitalandele i danske tilknyttede virksomheder 2,,D
6033,Afskrivning af goodwill på kapitalandele i danske tilknyttede virksomheder 3,,D
6034,Afskrivning af goodwill på kapitalandele i danske tilknyttede virksomheder 4,,D
6035,Afskrivning af goodwill på kapitalandele i danske tilknyttede virksomheder 5,,D
